FID,row_number,idserv,clave,cueanexo,nombre,id_modalidad,modalidad,id_nivel,nivel,id_periodo,periodo,calle,nro,calle_lateral_derecha,calle_lateral_izquierda,id_localidad,localidad,codigo_postal,id_distrito,distrito,region,region_educativa,categoria,depend_func,caracteristica_telefonica,nro_telefono,rpv,email,desfavorabilidad,subvencion,id_ubicacion,ubicacion,id_sector,sector,id_dependencia,dependencia,id_tipo_organizacion,tipo_organizacion,matricula,varones,mujeres,secciones,turnos,capa,area,seccion_electoral,sede_axo_ext,esc_sede,cue,anexo,nro_escuela,latitud,longitud,cui,the_geom
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c16,3065,3264,0043PP0011,060914200,"ESCUELA DE EDUCACIÓN PRIMARIA Nº11 ""DARDO ROCHA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,RUTA 226 KM 25 Y MEDIO,S/N,,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Tercera,Dirección Provincial de Educación Primaria,0223,22-3564-1837,,valevero79@hotmail.com,5,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,5,5,0,1,MAÑANA,2,INTERIOR,5,SEDE,,609142,0,0011,-37.81123613,-57.84435646,604302037,POINT (-57.844356458575426 -37.81123612594031)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c15,3066,3265,0043PP0012,060873700,"ESCUELA DE EDUCACIÓN PRIMARIA Nº12 ""FLORISBELO ACOSTA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,PADRE DUTTO E/GABOTO Y EL CANO,265,GABOTO,EL CANO,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,480-3622,43627,escuela12acosta@hotmail.com,1,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,301,158,143,13,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,608737,0,0012,-38.03838818,-57.54986216,604300255,POINT (-57.54986215639721 -38.03838817885804)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c14,3067,3266,0043PP0013,060912800,"ESCUELA DE EDUCACIÓN PRIMARIA Nº13 ""JOSÉ HERNANDEZ""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,ALIO E/ ITUZAINGO Y NECOCHEA,595,ITUZAINGO,NECOCHEA,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,470-0855,,ep13mdp@gmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,337,176,161,18,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,609128,0,0013,-37.96562837,-57.58797192,604300217,POINT (-57.58797191825452 -37.96562837313887)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c13,3068,3267,0043PP0014,060026200,"ESCUELA DE EDUCACIÓN PRIMARIA Nº14 ""CRISTOBAL COLON""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CARASA E/SAAVEDRA Y GIACOBINI,2245,,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,484-2476,?,primaria14mdp@yahoo.com.ar,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,469,248,221,18,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,600262,0,0014,-38.05987907,-57.54946425,604301696,POINT (-57.549464245962014 -38.059879073647)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c12,3069,3268,0043PP0015,060913800,"ESCUELA DE EDUCACIÓN PRIMARIA Nº15 ""JUAN BAUTISTA ALBERDI""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,TIERRA DEL FUEGO,1714,RIVADAVIA,SAN MARTÍN,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,475-9342,,ep15juanbautistaalberdi@gmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,498,239,259,19,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,609138,0,0015,-37.98393887,-57.57811001,604301864,POINT (-57.578110010253575 -37.983938865873604)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c11,3070,3269,0043PP0016,060017700,"ESCUELA DE EDUCACIÓN PRIMARIA Nº16 ""DR. PEDRO GOYENA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,FALUCHO E/ FUNES Y OLAZABAL,4070,,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,475-9139,,marielafleiva@gmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,353,164,189,18,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,600177,0,0016,-37.99783424,-57.56620028,604301762,POINT (-57.56620027670579 -37.99783424044509)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c10,3071,3270,0043PP0017,060492100,"ESCUELA DE EDUCACIÓN PRIMARIA Nº17 ""SANTA ISABEL""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CAMINO VIEJO A MIRAMAR KM23 CUARTEL IV,S/N,,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Tercera,Dirección Provincial de Educación Primaria,0223,464-4387,,ep17rural@gmail.com,5,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,12,9,3,1,"""DOBLE ESCOLARIDAD""",2,INTERIOR,5,SEDE,,604921,0,0017,-38.13114621,-57.74248799,604301478,POINT (-57.74248799041798 -38.13114620892216)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c0f,3072,3271,0043PP0018,060910100,"ESCUELA DE EDUCACIÓN PRIMARIA Nº18 ""DOMINGO FAUSTINO SARMIENTO""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,INDEPENDENCIA,3920,FORMOSA,ALMAFUERTE,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,472-1973,43612,ep18mdp@gmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,440,226,214,18,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,609101,0,0018,-38.01442364,-57.56682866,604300684,POINT (-57.56682865999906 -38.01442364302396)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c0e,3073,3272,0043PP0019,060910500,"ESCUELA DE EDUCACIÓN PRIMARIA Nº19 ""HIPOLITO YRIGOYEN""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,GABOTO E/ GALICIA Y AGOTE,5251,LUIS AGOTE,GALICA,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,483-0124,70076,escuela19mdp@yahoo.com.ar,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,541,278,263,22,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,609105,0,0019,-38.02862252,-57.56151126,604300405,POINT (-57.5615112556242 -38.028622515403846)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c0d,3074,3273,0043PP0020,060597300,"ESCUELA DE EDUCACIÓN PRIMARIA Nº20 ""DR. VICTORIANO E. MONTES""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CASTELLI,4.197,OLAZÁBAL,SAN JUAN,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,472-4059,43617,victorianomontes20@hotmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,414,218,196,24,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,605973,0,0020,-38.00086099,-57.57047749,604300927,POINT (-57.57047749282654 -38.00086098793161)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c0c,3075,3274,0043PP0021,060509300,"ESCUELA DE EDUCACIÓN PRIMARIA Nº21 ""DR. ROQUE SAENZ PEÑA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,BOLIVAR Y LEGUIZAMON,9005,LEGUIZAMON,WILDE,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,487-4108,43631,ep21mardelplata@gmail.com,1,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,359,186,173,21,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,605093,0,0021,-37.96985078,-57.61391813,604301789,POINT (-57.613918131667866 -37.969850775840094)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c0b,3076,3275,0043PP0022,060913000,"ESCUELA DE EDUCACIÓN PRIMARIA Nº22 ""JORGE NEWBERY""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,ESTRADA,6602,ZUBIRIA,CARBALLO,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,479-1714,,ep22primaria@gmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,558,286,272,24,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,609130,0,0022,-37.94784104,-57.56259366,604301665,POINT (-57.56259366435037 -37.94784103762097)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c0a,3077,3276,0043PP0023,060006000,"ESCUELA DE EDUCACIÓN PRIMARIA Nº23 ""REPUBLICA ORIENTAL DEL URUGUAY""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,30 E/ 5 Y 7,S/N,,,357,BATAN,7601,043,General Pueyrredón,19,Región XIX,Segunda,Dirección Provincial de Educación Primaria,0223,464-3196,,ep23boqueron@gmail.com,2,Oficial,4,Rural Agrupado,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,267,133,134,12,"""DOBLE ESCOLARIDAD""",2,INTERIOR,5,SEDE,,600060,0,0023,-38.03025253,-57.80612168,604301926,POINT (-57.806121681961024 -38.03025252672579)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c09,3078,3277,0043PP0024,060006200,"ESCUELA DE EDUCACIÓN PRIMARIA Nº24 ""PAULA ALBARRACIN""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,29 Y 10 BIS,S/N,,,359,CHAPADMALAL,7609,043,General Pueyrredón,19,Región XIX,Segunda,Dirección Provincial de Educación Primaria,0223,460-5444,66446,patriciarosanaperez@hotmail.com,1,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,199,101,98,10,TARDE,2,INTERIOR,5,SEDE,,600062,0,0024,-38.17025742,-57.64687162,604301893,POINT (-57.64687162090392 -38.170257418139784)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c08,3079,3278,0043PP0025,060921600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº25 ""JUAN BAUTISTA AZOPARDO""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,DIAGONAL ELPIDIO GONZALEZ,230,,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,481-9181,,scarfone113@gmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,154,76,78,8,TARDE,2,INTERIOR,5,SEDE,,609216,0,0025,-38.03338765,-57.570006,604301654,POINT (-57.57000599716358 -38.033387647908974)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c07,3080,3279,0043PP0026,060910600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº26 ""ALFONSINA STORNI""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,JACINTO PERALTA RAMOS,615,IRALA,AYOLAS,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,482-0694,43677,ep26alfonsinastorni@gmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,462,249,213,24,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,609106,0,0026,-38.02312075,-57.57686642,604301552,POINT (-57.576866416037014 -38.023120749110824)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c06,3081,3280,0043PP0027,060008900,"ESCUELA DE EDUCACIÓN PRIMARIA Nº27 ""EDUARDO PERALTA RAMOS""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,GARAY,1039,VIAMONTE,MENDOZA,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,451-1374,,escuelaprimaria27mdp@gmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,421,224,197,21,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,600089,0,0027,-38.0159926,-57.5384806,604301523,POINT (-57.538480595586414 -38.01599259666738)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c05,3082,3281,0043PP0028,060521500,"ESCUELA DE EDUCACIÓN PRIMARIA Nº28 ""VICTOR MERCANTE""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,ETCHEGARAY,840,ORTIZ DE ZARATE,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,465-4080,,epb28mdq@gmail.com,1,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,318,171,147,14,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,605215,0,0028,-37.99820936,-57.61293711,604301872,POINT (-57.6129371072476 -37.99820936385971)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c04,3083,3282,0043PP0029,060925700,"ESCUELA DE EDUCACIÓN PRIMARIA Nº29 ""DR. MARIANO MORENO""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,ITUZAINGO ESQ. MISIONES,4515,MISIONES,ITALIA,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,475-9184,68272,ep29marianomoreno@gmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,256,147,109,12,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,609257,0,0029,-37.98060015,-57.55899054,604300374,POINT (-57.55899054406249 -37.980600146266795)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c03,3084,3283,0043PP0030,060492200,"ESCUELA DE EDUCACIÓN PRIMARIA Nº30 ""NIÑOS DE AYOHUMA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,RUTA 88 KM 25 Y 17 KM.POR CAMINO VECIN,S/N,,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Tercera,Dirección Provincial de Educación Primaria,02266,56-8744,,noemiavendao@yahoo.com.ar,5,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,5,3,2,1,MAÑANA,2,INTERIOR,5,SEDE,,604922,0,0030,-37.99281135,-57.9224636,604301466,POINT (-57.92246360170703 -37.99281134875969)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c02,3085,3284,0043PP0031,060910200,"ESCUELA DE EDUCACIÓN PRIMARIA Nº31 ""SARGENTO CABRAL""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,SAN LORENZO,3486,,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,472-4283,,ep31sargentocabral@gmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,1055,554,501,36,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,609102,0,0031,-38.00710927,-57.56547627,604302044,POINT (-57.565476274794584 -38.00710927426081)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c01,3086,3285,0043PP0032,061156000,"ESCUELA DE EDUCACIÓN PRIMARIA Nº32 ""JOSÉ MARIA PAZ""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CHACABUCO,5292,URUGUAY,MARCONI,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,473-2930,43622,ep32mdq@yahoo.com.ar,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,329,168,161,16,TARDE,2,INTERIOR,5,SEDE,,611560,0,0032,-37.97868533,-57.56783086,604300991,POINT (-57.56783086358791 -37.97868533135026)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5c00,3087,3286,0043PP0033,060921200,"ESCUELA DE EDUCACIÓN PRIMARIA Nº33 ""REMEDIOS ESCALADA DE SAN MARTIN""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,NASSER Y LURO,1610,,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,478-3481,69959,pp043033@abc.gov.ar,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,653,358,295,27,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,609212,0,0033,-37.97765416,-57.58849818,604301903,POINT (-57.58849817993242 -37.977654159646846)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5bff,3088,3287,0043PP0034,060908600,"ESCUELA DE EDUCACIÓN PRIMARIA Nº34 ""JUAN FACUNDO QUIROGA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,3 DE FEBRERO E/PARAGUAY Y BAYLEY,8849,206,208,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,487-8293,43686,christianilluzzi@gmail.com,1,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,586,312,274,24,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,609086,0,0034,-37.96434885,-57.60654998,604301855,POINT (-57.60654997908394 -37.96434885190645)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5bfe,3089,3288,0043PP0035,060592200,"ESCUELA DE EDUCACIÓN PRIMARIA Nº35 ""PERITO FRANCISCO MORENO""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,BENITO LYNCH ESQ. RAFAEL DEL RIEGO,5702,,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,483-0161,,epn35mdq@gmail.com,1,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,182,97,85,8,"""DOBLE ESCOLARIDAD""",2,INTERIOR,5,SEDE,,605922,0,0035,-38.04525045,-57.59016419,604301743,POINT (-57.5901641857138 -38.04525045393323)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5bfd,3090,3289,0043PP0036,061157000,"ESCUELA DE EDUCACIÓN PRIMARIA Nº36 ""FRAY LUIS BELTRAN""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,CASTEX,2142,LEBENSHON,PUAN,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,483-0195,,margaritalani@hotmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,454,235,219,18,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,611570,0,0036,-38.03104713,-57.59251321,604300388,POINT (-57.59251320500566 -38.03104713440576)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5bfc,3091,3290,0043PP0037,061157100,"ESCUELA DE EDUCACIÓN PRIMARIA Nº37 ""MARIQUITA SANCHEZ DE THOMPSON""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,83 Y 150,S/N,,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Segunda,Dirección Provincial de Educación Primaria,0223,465-0748,43721,ep37mardelplata@gmail.com,3,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,143,77,66,7,"""DOBLE ESCOLARIDAD""",2,INTERIOR,5,SEDE,,611571,0,0037,-38.04001923,-57.61493615,604301736,POINT (-57.614936145472726 -38.040019233389565)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5bfb,3092,3291,0043PP0038,060921100,"ESCUELA DE EDUCACIÓN PRIMARIA Nº38 ""ALMAFUERTE""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,MORENO E/ GRECIA Y ALIO,7350,GRECIA,180,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,477-0958,43696,patriciaka@hotmail.com.ar,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,541,277,264,24,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,609211,0,0038,-37.97779119,-57.59663129,604300390,POINT (-57.5966312887883 -37.97779118850068)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5bfa,3093,3292,0043PP0039,060009100,"ESCUELA DE EDUCACIÓN PRIMARIA Nº39 ""ROSARIO VERA PEÑALOZA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,ZONA RURAL RUTA 2 KM 383 MAS 10 KM CAMINO VECINAL,S/N,,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Tercera,Dirección Provincial de Educación Primaria,0223,5564-2423,,escuelaprimaria39rvp@gmail.com,5,Oficial,3,Rural Disperso,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,50,25,25,4,"""DOBLE ESCOLARIDAD""",2,INTERIOR,5,SEDE,,600091,0,0039,-37.80641246,-57.63053317,604302059,POINT (-57.63053316937733 -37.8064124612839)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5bf9,3094,3293,0043PP0040,060560700,"ESCUELA DE EDUCACIÓN PRIMARIA Nº40 ""SESQUICENTENARIO BCO. PCIA. DE BS. AS",1,Educación Común,2,Nivel Primario,103,Inicial 2023,22,S/N,497,495,364,MAR DEL PLATA,7609,043,General Pueyrredón,19,Región XIX,Segunda,Dirección Provincial de Educación Primaria,0223,467-2700,,dvo_6@hotmail.com,1,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,323,176,147,12,MAÑANA,2,INTERIOR,5,SEDE,,605607,0,0040,-38.11138361,-57.60815139,604301704,POINT (-57.608151391958984 -38.111383614150895)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5bf8,3095,3294,0043PP0041,060920300,"ESCUELA DE EDUCACIÓN PRIMARIA Nº41 ""MARTÍN MIGUEL DE GÜEMES""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,MARCONI ESQ. RAWSON,2702,,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,475-9226,70067,escuelaprimaria41pueyrredon@gmail.com,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,363,190,173,18,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,609203,0,0041,-37.99451536,-57.57974131,604301791,POINT (-57.57974131119738 -37.994515361682254)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5bf7,3096,3295,0043PP0042,061377300,"ESCUELA DE EDUCACIÓN PRIMARIA Nº42 ""ANTÁRTIDA ARGENTINA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,HIPÓLITO BOUCHARD,4050,,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,480-3729,43711,escuelapp42@gmailcom,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,353,191,162,18,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,613773,0,0042,-38.04488902,-57.56146696,604300264,POINT (-57.56146695502017 -38.04488901550272)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5bf6,3097,3296,0043PP0043,060491500,"ESCUELA DE EDUCACIÓN PRIMARIA Nº43 ""JOHN F. KENNEDY""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,TETAMANTI E/ 11 Y 9,6496,11,9,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Segunda,Dirección Provincial de Educación Primaria,0223,465-0640,,virgiboggia@yahoo.com.ar,1,Oficial,4,Rural Agrupado,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,302,149,153,12,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,604915,0,0043,-38.0440853,-57.65156834,604301829,POINT (-57.65156833829529 -38.04408530038596)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5bf5,3098,3297,0043PP0044,060560500,"ESCUELA DE EDUCACIÓN PRIMARIA Nº44 ""ESTEBAN ECHEVERRIA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,AV 479,3512,,10 DE FEBRERO,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,469-5238,,0043pp0044@gmail.com,1,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,181,105,76,7,"""DOBLE ESCOLARIDAD""",2,INTERIOR,5,SEDE,,605605,0,0044,-38.08453713,-57.63259162,604301631,POINT (-57.632591615021624 -38.08453713324724)
Nivel_Primario_G_Estatal.fid--3f1fc7b2_18a3e5760de_-5bf4,3099,3298,0043PP0045,061157800,"ESCUELA DE EDUCACIÓN PRIMARIA Nº45 ""BERNARDINO RIVADAVIA""",1,Educación Común,2,Nivel Primario,103,Inicial 2023,PUÁN,6048,,,364,MAR DEL PLATA,7600,043,General Pueyrredón,19,Región XIX,Primera,Dirección Provincial de Educación Primaria,0223,483-0225,,ep45bernardinorivadavia@hotmail.com1r,0,Oficial,1,Urbano,6,Estatal,0,Oficial,PP,ESCUELA DE EDUCACIÓN PRIMARIA,483,246,237,28,"MAÑANA,TARDE",2,INTERIOR,5,SEDE,,611578,0,0045,-38.0373139,-57.58539661,604301840,POINT (-57.585396605254154 -38.037313904500884)
